topic_cluster,source_concept,search_intent,locale,current_primary_term,recommended_primary_term,accepted_alternatives,terms_to_avoid,official_source,SERP_evidence,GSC_evidence,confidence,notes
Tietoturvapäivitykset,Android security updates and patches,Informational/problem-solving: find and interpret the patch level,nb-NO,sikkerhetsoppdatering for Android,sikkerhetsoppdatering for Android,security patch is acceptable when the patch itself or patch level is the intent; use the official UI label when quoting it,Danish or Nynorsk wording; untranslated English except protected terms,https://support.google.com/android/answer/7680439?hl=no; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Norge Android sikkerhetsoppdatering programvarestøtte sikker modus fabrikkinnstillinger Xiaomi CIT (nb-NO/Norway, 2026-07-15). Official Android uses sikkerhetsoppdatering and tilbakestilling til fabrikkstandard/fabrikkinnstillinger. https://support.google.com/android/answer/7680439?hl=no; https://support.google.com/android/answer/6088915?hl=no",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 119-124. Potential overlap: 122 vs 123. Current term is corpus/title evidence, not a search-volume claim."
Tietoturvapäivitykset,Android security updates and patches,Informational/problem-solving: find and interpret the patch level,da-DK,Android-sikkerhedsopdatering,Android-sikkerhedsopdatering,security patch is acceptable when the patch itself or patch level is the intent; use the official UI label when quoting it,Norwegian/Swedish wording; untranslated English except protected terms,https://support.google.com/android/answer/7680439?hl=da; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Danmark Android sikkerhedsopdatering softwaresupport sikker tilstand fabriksindstillinger Xiaomi CIT (da-DK/Denmark, 2026-07-15). Official Android uses gendanne fabriksindstillingerne; Android Denmark uses sikkerhedsopdateringer. https://support.google.com/android/answer/6088915?hl=da; https://www.android.com/intl/da_dk/android-14/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 119-124. Potential overlap: 122 vs 123. Current term is corpus/title evidence, not a search-volume claim."
Tietoturvapäivitykset,Android security updates and patches,Informational/problem-solving: find and interpret the patch level,de-DE,Android-Sicherheitsupdate; Sicherheitspatch,Android-Sicherheitsupdate; Sicherheitspatch,security patch is acceptable when the patch itself or patch level is the intent; use the official UI label when quoting it,unexplained English marketing terminology or invented compounds,https://support.google.com/android/answer/7680439?hl=de; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Deutschland Android Sicherheitsupdate Software-Support abgesicherter Modus Werkseinstellungen Xiaomi CIT (de-DE/Germany, 2026-07-15). Official Google/Motorola/Xiaomi use Android-Sicherheitsupdate, abgesicherter Modus and Werkseinstellungen. https://support.google.com/android/answer/7680439?hl=de; https://de-de.support.motorola.com/app/answers/detail/a_id/159136/; https://www.mi.com/de/support/faq/details/KA-20679/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 119-124. Potential overlap: 122 vs 123. Current term is corpus/title evidence, not a search-volume claim."
Tietoturvapäivitykset,Android security updates and patches,Informational/problem-solving: find and interpret the patch level,fr-FR,mise à jour de sécurité; correctif de sécurité,mise à jour de sécurité; correctif de sécurité,security patch is acceptable when the patch itself or patch level is the intent; use the official UI label when quoting it,Canadian-French regional wording or unexplained English head terms,https://support.google.com/android/answer/7680439?hl=fr; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: France Android correctif sécurité suivi logiciel mode sans échec réinitialisation usine Xiaomi CIT (fr-FR/France, 2026-07-15). Official Android uses rétablissement de la configuration d'usine; local editorial uses mode sans échec; Xiaomi France exposes mode CIT. https://support.google.com/android/answer/6088915?hl=fr; https://www.mi.com/fr/support/faq/details/KA-94113",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 119-124. Potential overlap: 122 vs 123. Current term is corpus/title evidence, not a search-volume claim."
Tietoturvapäivitykset,Android security updates and patches,Informational/problem-solving: find and interpret the patch level,es-ES,actualización de seguridad; parche de seguridad,actualización de seguridad; parche de seguridad,security patch is acceptable when the patch itself or patch level is the intent; use the official UI label when quoting it,Latin American celular/computadora; unexplained English head terms,https://support.google.com/android/answer/7680439?hl=es; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: España Android parche de seguridad soporte software modo seguro restablecimiento de fábrica Xiaomi CIT (es-ES/Spain, 2026-07-15). Official Android uses restablecer estado/datos de fábrica; Xataka Android uses modo seguro; Spanish results use soporte and parche de seguridad. https://support.google.com/android/answer/6088915?hl=es; https://www.xatakandroid.com/tutoriales/que-modo-seguro-android-sirve-como-se-activa-como-se-sale",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 119-124. Potential overlap: 122 vs 123. Current term is corpus/title evidence, not a search-volume claim."
Tietoturvapäivitykset,Android security updates and patches,Informational/problem-solving: find and interpret the patch level,it-IT,aggiornamento di sicurezza; patch di sicurezza,aggiornamento di sicurezza; patch di sicurezza,security patch is acceptable when the patch itself or patch level is the intent; use the official UI label when quoting it,Spanish/other-market wording; unexplained English head terms,https://support.google.com/android/answer/7680439?hl=it; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Italia Android aggiornamento sicurezza supporto software modalità provvisoria ripristino dati di fabbrica Xiaomi CIT (it-IT/Italy, 2026-07-15). Official Google/Xiaomi/Motorola use ripristino dei dati/impostazioni di fabbrica and modalità provvisoria. https://support.google.com/android/answer/6088915?hl=it; https://www.mi.com/it/support/faq/details/KA-26638/; https://it-it.support.motorola.com/app/answers/detail/a_id/102966/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 119-124. Potential overlap: 122 vs 123. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,fi-FI,ohjelmistotuki; päivitystuki,ohjelmistotuki; päivitystuki,update support; support period; end of support; software lifecycle,untranslated English except protected terms; Swedish/other-market variants,https://support.google.com/android/answer/7680439?hl=fi; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Android tietoturvapäivitys ohjelmistotuki vikasietotila tehdasasetusten palautus Xiaomi CIT Suomi (fi-FI/Finland, 2026-07-15). Official Android title uses tietoturvapäivitys; Xiaomi guide uses tehdasasetusten palautus. https://support.google.com/android/answer/7680439?hl=fi; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2013/Generic%20User%20Guide%20for%20MIUI%2013%20Finnish.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,sv-SE,programvarusupport; uppdateringsstöd,programvarusupport; uppdateringsstöd,update support; support period; end of support; software lifecycle,untranslated English except protected terms; Finland-Swedish administrative wording,https://support.google.com/android/answer/7680439?hl=sv; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Android säkerhetsuppdatering programvarusupport säkert läge fabriksåterställning Xiaomi CIT Sverige (sv-SE/Sweden, 2026-07-15). Official Android uses säkerhetsuppdateringar; Xiaomi guide uses Fabriksåterställning. https://www.android.com/intl/sv_se/safety/security/; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2014/Generic%20User%20Guide%20for%20MIUI%2014%20sv.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,nb-NO,programvarestøtte; oppdateringsstøtte,programvarestøtte; oppdateringsstøtte,update support; support period; end of support; software lifecycle,Danish or Nynorsk wording; untranslated English except protected terms,https://support.google.com/android/answer/7680439?hl=no; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Norge Android sikkerhetsoppdatering programvarestøtte sikker modus fabrikkinnstillinger Xiaomi CIT (nb-NO/Norway, 2026-07-15). Official Android uses sikkerhetsoppdatering and tilbakestilling til fabrikkstandard/fabrikkinnstillinger. https://support.google.com/android/answer/7680439?hl=no; https://support.google.com/android/answer/6088915?hl=no",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,da-DK,softwaresupport; opdateringssupport,softwaresupport; opdateringssupport,update support; support period; end of support; software lifecycle,Norwegian/Swedish wording; untranslated English except protected terms,https://support.google.com/android/answer/7680439?hl=da; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Danmark Android sikkerhedsopdatering softwaresupport sikker tilstand fabriksindstillinger Xiaomi CIT (da-DK/Denmark, 2026-07-15). Official Android uses gendanne fabriksindstillingerne; Android Denmark uses sikkerhedsopdateringer. https://support.google.com/android/answer/6088915?hl=da; https://www.android.com/intl/da_dk/android-14/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,de-DE,Software-Support; Update-Support,Software-Support; Update-Support,update support; support period; end of support; software lifecycle,unexplained English marketing terminology or invented compounds,https://support.google.com/android/answer/7680439?hl=de; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Deutschland Android Sicherheitsupdate Software-Support abgesicherter Modus Werkseinstellungen Xiaomi CIT (de-DE/Germany, 2026-07-15). Official Google/Motorola/Xiaomi use Android-Sicherheitsupdate, abgesicherter Modus and Werkseinstellungen. https://support.google.com/android/answer/7680439?hl=de; https://de-de.support.motorola.com/app/answers/detail/a_id/159136/; https://www.mi.com/de/support/faq/details/KA-20679/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,fr-FR,cycle de suivi et de sécurité,suivi logiciel; durée des mises à jour,update support; support period; end of support; software lifecycle,cycle de suivi et de sécurité as the primary head term,https://support.google.com/android/answer/7680439?hl=fr; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: France Android correctif sécurité suivi logiciel mode sans échec réinitialisation usine Xiaomi CIT (fr-FR/France, 2026-07-15). Official Android uses rétablissement de la configuration d'usine; local editorial uses mode sans échec; Xiaomi France exposes mode CIT. https://support.google.com/android/answer/6088915?hl=fr; https://www.mi.com/fr/support/faq/details/KA-94113",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,es-ES,ciclo de actualizaciones y seguridad,soporte de software; periodo de actualizaciones,update support; support period; end of support; software lifecycle,ciclo de actualizaciones y seguridad as the primary head term,https://support.google.com/android/answer/7680439?hl=es; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: España Android parche de seguridad soporte software modo seguro restablecimiento de fábrica Xiaomi CIT (es-ES/Spain, 2026-07-15). Official Android uses restablecer estado/datos de fábrica; Xataka Android uses modo seguro; Spanish results use soporte and parche de seguridad. https://support.google.com/android/answer/6088915?hl=es; https://www.xatakandroid.com/tutoriales/que-modo-seguro-android-sirve-como-se-activa-como-se-sale",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Ohjelmistotuen päättyminen,Android software support lifecycle,Informational/commercial: determine whether a phone is still supported,it-IT,ciclo degli aggiornamenti e del supporto di sicurezza,supporto software; periodo di aggiornamenti,update support; support period; end of support; software lifecycle,ciclo degli aggiornamenti e del supporto di sicurezza as the primary head term,https://support.google.com/android/answer/7680439?hl=it; https://trust.mi.com/misrc/updates/phone?tab=aerdata,"Query: Italia Android aggiornamento sicurezza supporto software modalità provvisoria ripristino dati di fabbrica Xiaomi CIT (it-IT/Italy, 2026-07-15). Official Google/Xiaomi/Motorola use ripristino dei dati/impostazioni di fabbrica and modalità provvisoria. https://support.google.com/android/answer/6088915?hl=it; https://www.mi.com/it/support/faq/details/KA-26638/; https://it-it.support.motorola.com/app/answers/detail/a_id/102966/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 121, 123, 143. Potential overlap: 121 vs 123 vs 143. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,fi-FI,tehdasasetusten palautus,tehdasasetusten palautus,reset to factory settings; erase all data only when the destructive action is explicit,untranslated English except protected terms; Swedish/other-market variants,https://support.google.com/android/answer/6088915?hl=fi,"Query: Android tietoturvapäivitys ohjelmistotuki vikasietotila tehdasasetusten palautus Xiaomi CIT Suomi (fi-FI/Finland, 2026-07-15). Official Android title uses tietoturvapäivitys; Xiaomi guide uses tehdasasetusten palautus. https://support.google.com/android/answer/7680439?hl=fi; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2013/Generic%20User%20Guide%20for%20MIUI%2013%20Finnish.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,sv-SE,fabriksåterställning,fabriksåterställning,reset to factory settings; erase all data only when the destructive action is explicit,untranslated English except protected terms; Finland-Swedish administrative wording,https://support.google.com/android/answer/6088915?hl=sv,"Query: Android säkerhetsuppdatering programvarusupport säkert läge fabriksåterställning Xiaomi CIT Sverige (sv-SE/Sweden, 2026-07-15). Official Android uses säkerhetsuppdateringar; Xiaomi guide uses Fabriksåterställning. https://www.android.com/intl/sv_se/safety/security/; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2014/Generic%20User%20Guide%20for%20MIUI%2014%20sv.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,nb-NO,tilbakestilling til fabrikkinnstillinger,tilbakestilling til fabrikkinnstillinger,reset to factory settings; erase all data only when the destructive action is explicit,Danish or Nynorsk wording; untranslated English except protected terms,https://support.google.com/android/answer/6088915?hl=no,"Query: Norge Android sikkerhetsoppdatering programvarestøtte sikker modus fabrikkinnstillinger Xiaomi CIT (nb-NO/Norway, 2026-07-15). Official Android uses sikkerhetsoppdatering and tilbakestilling til fabrikkstandard/fabrikkinnstillinger. https://support.google.com/android/answer/7680439?hl=no; https://support.google.com/android/answer/6088915?hl=no",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,da-DK,nulstilling til fabriksindstillinger,nulstilling til fabriksindstillinger,reset to factory settings; erase all data only when the destructive action is explicit,Norwegian/Swedish wording; untranslated English except protected terms,https://support.google.com/android/answer/6088915?hl=da,"Query: Danmark Android sikkerhedsopdatering softwaresupport sikker tilstand fabriksindstillinger Xiaomi CIT (da-DK/Denmark, 2026-07-15). Official Android uses gendanne fabriksindstillingerne; Android Denmark uses sikkerhedsopdateringer. https://support.google.com/android/answer/6088915?hl=da; https://www.android.com/intl/da_dk/android-14/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,de-DE,Zurücksetzen auf Werkseinstellungen,Zurücksetzen auf Werkseinstellungen,reset to factory settings; erase all data only when the destructive action is explicit,unexplained English marketing terminology or invented compounds,https://support.google.com/android/answer/6088915?hl=de,"Query: Deutschland Android Sicherheitsupdate Software-Support abgesicherter Modus Werkseinstellungen Xiaomi CIT (de-DE/Germany, 2026-07-15). Official Google/Motorola/Xiaomi use Android-Sicherheitsupdate, abgesicherter Modus and Werkseinstellungen. https://support.google.com/android/answer/7680439?hl=de; https://de-de.support.motorola.com/app/answers/detail/a_id/159136/; https://www.mi.com/de/support/faq/details/KA-20679/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,fr-FR,rétablissement de la configuration d’usine,rétablissement de la configuration d’usine,reset to factory settings; erase all data only when the destructive action is explicit,Canadian-French regional wording or unexplained English head terms,https://support.google.com/android/answer/6088915?hl=fr,"Query: France Android correctif sécurité suivi logiciel mode sans échec réinitialisation usine Xiaomi CIT (fr-FR/France, 2026-07-15). Official Android uses rétablissement de la configuration d'usine; local editorial uses mode sans échec; Xiaomi France exposes mode CIT. https://support.google.com/android/answer/6088915?hl=fr; https://www.mi.com/fr/support/faq/details/KA-94113",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,es-ES,restablecimiento de fábrica,restablecimiento de fábrica,reset to factory settings; erase all data only when the destructive action is explicit,Latin American celular/computadora; unexplained English head terms,https://support.google.com/android/answer/6088915?hl=es,"Query: España Android parche de seguridad soporte software modo seguro restablecimiento de fábrica Xiaomi CIT (es-ES/Spain, 2026-07-15). Official Android uses restablecer estado/datos de fábrica; Xataka Android uses modo seguro; Spanish results use soporte and parche de seguridad. https://support.google.com/android/answer/6088915?hl=es; https://www.xatakandroid.com/tutoriales/que-modo-seguro-android-sirve-como-se-activa-como-se-sale",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Tehdasasetusten palautus,factory reset,Problem-solving: reset safely and understand data loss,it-IT,ripristino dei dati di fabbrica,ripristino dei dati di fabbrica,reset to factory settings; erase all data only when the destructive action is explicit,Spanish/other-market wording; unexplained English head terms,https://support.google.com/android/answer/6088915?hl=it,"Query: Italia Android aggiornamento sicurezza supporto software modalità provvisoria ripristino dati di fabbrica Xiaomi CIT (it-IT/Italy, 2026-07-15). Official Google/Xiaomi/Motorola use ripristino dei dati/impostazioni di fabbrica and modalità provvisoria. https://support.google.com/android/answer/6088915?hl=it; https://www.mi.com/it/support/faq/details/KA-26638/; https://it-it.support.motorola.com/app/answers/detail/a_id/102966/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 5, 9, 67, 130, 152. Potential overlap: 67 vs 130 vs 152. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,fi-FI,vikasietotila,vikasietotila,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,untranslated English except protected terms; Swedish/other-market variants,https://support.google.com/android/answer/6088915?hl=fi,"Query: Android tietoturvapäivitys ohjelmistotuki vikasietotila tehdasasetusten palautus Xiaomi CIT Suomi (fi-FI/Finland, 2026-07-15). Official Android title uses tietoturvapäivitys; Xiaomi guide uses tehdasasetusten palautus. https://support.google.com/android/answer/7680439?hl=fi; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2013/Generic%20User%20Guide%20for%20MIUI%2013%20Finnish.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,sv-SE,säkert läge,säkert läge,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,untranslated English except protected terms; Finland-Swedish administrative wording,https://support.google.com/android/answer/6088915?hl=sv,"Query: Android säkerhetsuppdatering programvarusupport säkert läge fabriksåterställning Xiaomi CIT Sverige (sv-SE/Sweden, 2026-07-15). Official Android uses säkerhetsuppdateringar; Xiaomi guide uses Fabriksåterställning. https://www.android.com/intl/sv_se/safety/security/; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2014/Generic%20User%20Guide%20for%20MIUI%2014%20sv.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,nb-NO,sikker modus,sikker modus,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,Danish or Nynorsk wording; untranslated English except protected terms,https://support.google.com/android/answer/6088915?hl=no,"Query: Norge Android sikkerhetsoppdatering programvarestøtte sikker modus fabrikkinnstillinger Xiaomi CIT (nb-NO/Norway, 2026-07-15). Official Android uses sikkerhetsoppdatering and tilbakestilling til fabrikkstandard/fabrikkinnstillinger. https://support.google.com/android/answer/7680439?hl=no; https://support.google.com/android/answer/6088915?hl=no",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,da-DK,sikker tilstand,sikker tilstand,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,Norwegian/Swedish wording; untranslated English except protected terms,https://support.google.com/android/answer/6088915?hl=da,"Query: Danmark Android sikkerhedsopdatering softwaresupport sikker tilstand fabriksindstillinger Xiaomi CIT (da-DK/Denmark, 2026-07-15). Official Android uses gendanne fabriksindstillingerne; Android Denmark uses sikkerhedsopdateringer. https://support.google.com/android/answer/6088915?hl=da; https://www.android.com/intl/da_dk/android-14/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,de-DE,abgesicherter Modus,abgesicherter Modus,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,unexplained English marketing terminology or invented compounds,https://support.google.com/android/answer/6088915?hl=de,"Query: Deutschland Android Sicherheitsupdate Software-Support abgesicherter Modus Werkseinstellungen Xiaomi CIT (de-DE/Germany, 2026-07-15). Official Google/Motorola/Xiaomi use Android-Sicherheitsupdate, abgesicherter Modus and Werkseinstellungen. https://support.google.com/android/answer/7680439?hl=de; https://de-de.support.motorola.com/app/answers/detail/a_id/159136/; https://www.mi.com/de/support/faq/details/KA-20679/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,fr-FR,mode sans échec,mode sans échec,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,Canadian-French regional wording or unexplained English head terms,https://support.google.com/android/answer/6088915?hl=fr,"Query: France Android correctif sécurité suivi logiciel mode sans échec réinitialisation usine Xiaomi CIT (fr-FR/France, 2026-07-15). Official Android uses rétablissement de la configuration d'usine; local editorial uses mode sans échec; Xiaomi France exposes mode CIT. https://support.google.com/android/answer/6088915?hl=fr; https://www.mi.com/fr/support/faq/details/KA-94113",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,es-ES,modo seguro,modo seguro,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,Latin American celular/computadora; unexplained English head terms,https://support.google.com/android/answer/6088915?hl=es,"Query: España Android parche de seguridad soporte software modo seguro restablecimiento de fábrica Xiaomi CIT (es-ES/Spain, 2026-07-15). Official Android uses restablecer estado/datos de fábrica; Xataka Android uses modo seguro; Spanish results use soporte and parche de seguridad. https://support.google.com/android/answer/6088915?hl=es; https://www.xatakandroid.com/tutoriales/que-modo-seguro-android-sirve-como-se-activa-como-se-sale",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Vikasietotila,Android safe mode,Problem-solving: isolate third-party app failures before reset,it-IT,modalità provvisoria,modalità provvisoria,manufacturer’s verified local UI label; troubleshooting mode only as an explanatory phrase,Spanish/other-market wording; unexplained English head terms,https://support.google.com/android/answer/6088915?hl=it,"Query: Italia Android aggiornamento sicurezza supporto software modalità provvisoria ripristino dati di fabbrica Xiaomi CIT (it-IT/Italy, 2026-07-15). Official Google/Xiaomi/Motorola use ripristino dei dati/impostazioni di fabbrica and modalità provvisoria. https://support.google.com/android/answer/6088915?hl=it; https://www.mi.com/it/support/faq/details/KA-26638/; https://it-it.support.motorola.com/app/answers/detail/a_id/102966/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 67, 70, 73-77, 130. Potential overlap: 70 vs 130. Current term is corpus/title evidence, not a search-volume claim."
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,fi-FI,Factory Reset Protection (FRP),Factory Reset Protection (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,untranslated English except protected terms; Swedish/other-market variants,https://support.google.com/android/answer/6088915?hl=fi,"Query: Android tietoturvapäivitys ohjelmistotuki vikasietotila tehdasasetusten palautus Xiaomi CIT Suomi (fi-FI/Finland, 2026-07-15). Official Android title uses tietoturvapäivitys; Xiaomi guide uses tehdasasetusten palautus. https://support.google.com/android/answer/7680439?hl=fi; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2013/Generic%20User%20Guide%20for%20MIUI%2013%20Finnish.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
